Date;Highprice;Lowprice;Closingprice;Gennemsnitligepris;Totalvolume;Oms√¶tning;
2018-07-11;1120,22;1108,19;1114,76;;1;;
2018-07-10;1122,18;1110,69;1120,89;;1;;
2018-07-09;1110,16;1100,49;1109,31;;1;;
2018-07-06;1101,01;1089,97;1100,00;;1;;
2018-07-05;1104,58;1090,69;1094,00;;1;;
2018-07-04;1099,81;1090,98;1099,65;;1;;
2018-07-03;1101,62;1090,03;1098,98;;1;;
2018-07-02;1096,33;1084,85;1089,92;;1;;
2018-06-29;1101,85;1089,11;1097,24;;1;;
2018-06-28;1106,69;1084,21;1087,24;;1;;
2018-06-27;1102,20;1082,08;1101,32;;1;;
2018-06-26;1114,92;1097,14;1098,62;;1;;
2018-06-25;1128,67;1114,69;1114,69;;1;;
2018-06-22;1127,32;1119,51;1124,37;;1;;
2018-06-21;1133,99;1117,67;1119,14;;1;;
2018-06-20;1123,48;1111,41;1121,84;;1;;
2018-06-19;1117,46;1105,66;1111,13;;1;;
2018-06-18;1134,42;1118,30;1120,17;;1;;
2018-06-15;1139,72;1129,54;1134,65;;1;;
2018-06-14;1138,47;1121,97;1134,16;;1;;
2018-06-13;1127,16;1120,75;1125,23;;1;;
2018-06-12;1124,42;1119,80;1121,23;;1;;
2018-06-11;1121,18;1112,55;1119,42;;1;;
2018-06-08;1117,64;1105,98;1112,12;;1;;
2018-06-07;1130,32;1117,25;1118,10;;1;;
2018-06-06;1133,73;1121,83;1125,04;;1;;
2018-06-04;1140,57;1131,30;1132,88;;1;;
2018-06-01;1130,88;1113,72;1129,99;;1;;
2018-05-31;1124,31;1110,94;1113,59;;1;;
2018-05-30;1109,44;1099,35;1109,30;;1;;
2018-05-29;1118,18;1099,48;1107,09;;1;;
2018-05-28;1138,64;1118,39;1119,17;;1;;
2018-05-25;1140,28;1130,56;1134,28;;1;;
2018-05-24;1143,81;1128,11;1129,69;;1;;
2018-05-23;1144,65;1134,06;1142,65;;1;;
2018-05-22;1147,59;1138,73;1143,98;;1;;
2018-05-18;1145,98;1137,83;1139,54;;1;;
2018-05-17;1143,51;1132,07;1143,02;;1;;
2018-05-16;1144,69;1135,75;1143,74;;1;;
2018-05-15;1161,54;1143,98;1144,21;;1;;
2018-05-14;1170,22;1157,99;1161,74;;1;;
2018-05-09;1160,03;1153,60;1157,24;;1;;
2018-05-08;1157,49;1145,73;1157,49;;1;;
2018-05-07;1147,82;1131,56;1147,82;;1;;
2018-05-04;1137,05;1127,36;1130,77;;1;;
2018-05-03;1141,53;1130,77;1132,43;;1;;
2018-05-02;1137,38;1116,98;1133,84;;1;;
2018-05-01;1123,90;1112,93;1116,76;;1;;
2018-04-30;1121,41;1110,78;1113,02;;1;;
2018-04-26;1114,92;1099,88;1114,38;;1;;
2018-04-25;1114,06;1098,49;1101,80;;1;;
2018-04-24;1120,89;1111,37;1114,60;;1;;
2018-04-23;1116,69;1109,30;1114,87;;1;;
2018-04-20;1114,39;1107,92;1110,62;;1;;
2018-04-19;1120,64;1111,38;1111,93;;1;;
2018-04-18;1115,54;1109,18;1115,02;;1;;
2018-04-17;1111,77;1099,88;1111,77;;1;;
2018-04-16;1111,31;1099,41;1099,79;;1;;
2018-04-13;1112,32;1102,95;1102,95;;1;;
2018-04-12;1109,16;1101,02;1105,16;;1;;
2018-04-11;1116,44;1101,17;1102,88;;1;;
2018-04-10;1118,43;1112,13;1116,64;;1;;
2018-04-09;1119,55;1110,24;1112,75;;1;;
2018-04-06;1113,64;1104,92;1109,58;;1;;
2018-04-05;1110,16;1096,92;1110,04;;1;;
2018-04-04;1112,28;1090,18;1092,03;;1;;
2018-04-03;1116,33;1103,33;1110,44;;1;;
2018-03-28;1118,48;1101,25;1114,82;;1;;
2018-03-27;1120,25;1107,20;1108,20;;1;;
2018-03-26;1119,04;1104,75;1104,96;;1;;
2018-03-23;1112,57;1094,38;1109,99;;1;;
2018-03-22;1126,98;1109,14;1109,26;;1;;
2018-03-21;1126,95;1123,53;1124,51;;1;;
2018-03-20;1126,58;1115,16;1124,50;;1;;
2018-03-19;1129,79;1120,25;1123,77;;1;;
2018-03-16;1132,42;1125,93;1129,10;;1;;
2018-03-15;1135,32;1125,26;1133,34;;1;;
2018-03-14;1137,13;1128,92;1128,92;;1;;
2018-03-13;1147,43;1133,13;1133,20;;1;;
2018-03-12;1143,96;1139,57;1140,80;;1;;
2018-03-09;1140,98;1134,55;1138,93;;1;;
2018-03-08;1139,98;1127,10;1139,57;;1;;
2018-03-07;1128,32;1117,74;1128,32;;1;;
2018-03-06;1132,80;1123,16;1124,02;;1;;
2018-03-05;1124,54;1112,89;1121,57;;1;;
2018-03-02;1132,44;1114,65;1117,06;;1;;
2018-03-01;1147,00;1131,83;1135,01;;1;;
2018-02-28;1151,77;1141,80;1147,89;;1;;
2018-02-27;1162,05;1144,48;1149,13;;1;;
2018-02-26;1164,65;1153,99;1161,94;;1;;
2018-02-23;1154,71;1142,23;1152,76;;1;;
2018-02-22;1145,94;1128,61;1143,84;;1;;
2018-02-21;1133,18;1125,36;1131,65;;1;;
2018-02-20;1133,78;1124,09;1132,07;;1;;
2018-02-19;1144,48;1130,66;1131,14;;1;;
2018-02-16;1143,53;1124,51;1142,49;;1;;
2018-02-15;1127,33;1115,78;1121,96;;1;;
2018-02-14;1117,15;1101,97;1115,55;;1;;
2018-02-13;1113,68;1101,82;1103,46;;1;;
2018-02-12;1115,87;1092,60;1111,86;;1;;
2018-02-09;1095,46;1076,92;1088,77;;1;;
2018-02-08;1104,06;1088,86;1090,78;;1;;
2018-02-07;1099,63;1080,26;1098,24;;1;;
2018-02-06;1095,38;1055,38;1083,06;;1;;
2018-02-05;1099,00;1086,21;1096,67;;1;;
2018-02-02;1126,53;1099,26;1099,26;;1;;
2018-02-01;1143,08;1116,91;1117,79;;1;;
2018-01-31;1145,24;1136,44;1136,52;;1;;
2018-01-30;1153,71;1140,74;1140,74;;1;;
2018-01-29;1155,22;1148,93;1149,86;;1;;
2018-01-26;1154,34;1143,21;1151,75;;1;;
2018-01-25;1160,17;1140,27;1142,07;;1;;
2018-01-24;1171,43;1160,31;1160,31;;1;;
2018-01-23;1169,59;1162,51;1165,55;;1;;
2018-01-22;1165,77;1159,60;1164,75;;1;;
2018-01-19;1163,73;1155,37;1162,38;;1;;
2018-01-18;1163,05;1152,86;1154,19;;1;;
2018-01-17;1159,02;1148,18;1156,99;;1;;
2018-01-16;1155,53;1146,93;1153,11;;1;;
2018-01-15;1152,73;1149,18;1150,55;;1;;
2018-01-12;1157,98;1149,97;1151,26;;1;;
2018-01-11;1170,54;1152,75;1159,10;;1;;
2018-01-10;1178,12;1166,96;1169,88;;1;;
2018-01-09;1181,33;1174,17;1175,94;;1;;
2018-01-08;1175,07;1165,24;1174,29;;1;;
2018-01-05;1164,20;1155,67;1164,20;;1;;
2018-01-04;1157,32;1150,64;1155,34;;1;;
2018-01-03;1155,59;1149,11;1152,57;;1;;
2018-01-02;1152,92;1139,78;1149,07;;1;;
2017-12-29;1150,02;1144,25;1145,64;;1;;
2017-12-28;1151,59;1143,72;1145,95;;1;;
2017-12-27;1155,63;1145,76;1149,76;;1;;
2017-12-22;1147,05;1141,49;1146,33;;1;;
2017-12-21;1143,51;1134,64;1142,03;;1;;
2017-12-20;1143,20;1134,90;1135,91;;1;;
2017-12-19;1144,22;1138,72;1138,78;;1;;
2017-12-18;1141,67;1123,33;1139,47;;1;;
2017-12-15;1131,79;1120,93;1122,52;;1;;
2017-12-14;1138,97;1128,83;1132,81;;1;;
2017-12-13;1134,03;1127,68;1128,88;;1;;
2017-12-12;1133,60;1124,35;1132,96;;1;;
2017-12-11;1134,74;1128,20;1131,08;;1;;
2017-12-08;1128,76;1116,70;1128,45;;1;;
2017-12-07;1123,84;1111,59;1117,19;;1;;
2017-12-06;1114,67;1103,64;1112,06;;1;;
2017-12-05;1124,52;1106,39;1107,44;;1;;
2017-12-04;1129,86;1120,04;1120,09;;1;;
2017-12-01;1137,68;1121,35;1124,77;;1;;
2017-11-30;1130,73;1117,92;1129,59;;1;;
2017-11-29;1131,51;1117,38;1121,36;;1;;
2017-11-28;1122,36;1098,78;1121,13;;1;;
2017-11-27;1113,76;1105,86;1105,94;;1;;
2017-11-24;1119,68;1112,81;1113,76;;1;;
2017-11-23;1124,43;1116,96;1118,56;;1;;
2017-11-22;1130,58;1123,24;1124,56;;1;;
2017-11-21;1127,95;1120,28;1124,89;;1;;
2017-11-20;1129,71;1118,76;1127,88;;1;;
2017-11-17;1134,20;1123,35;1127,61;;1;;
2017-11-16;1131,63;1117,35;1130,95;;1;;
2017-11-15;1117,73;1105,83;1116,72;;1;;
2017-11-14;1126,81;1112,06;1116,02;;1;;
2017-11-13;1136,64;1118,20;1123,19;;1;;
2017-11-10;1142,77;1131,94;1134,46;;1;;
2017-11-09;1175,33;1136,37;1138,45;;1;;
2017-11-08;1174,94;1167,83;1174,48;;1;;
2017-11-07;1181,47;1169,09;1169,09;;1;;
2017-11-06;1182,71;1169,93;1180,85;;1;;
2017-11-03;1185,95;1168,58;1169,71;;1;;
2017-11-02;1205,25;1178,86;1183,24;;1;;
2017-11-01;1201,37;1193,80;1196,67;;1;;
2017-10-31;1198,25;1191,50;1195,61;;1;;
2017-10-30;1195,55;1186,99;1195,49;;1;;
2017-10-27;1189,96;1180,90;1188,38;;1;;
2017-10-26;1182,08;1173,25;1179,94;;1;;
2017-10-25;1182,58;1171,60;1176,65;;1;;
2017-10-24;1182,94;1172,53;1174,18;;1;;
2017-10-23;1186,49;1180,51;1182,94;;1;;
2017-10-20;1185,85;1178,95;1182,32;;1;;
2017-10-19;1194,29;1176,25;1178,54;;1;;
2017-10-18;1188,59;1176,11;1186,20;;1;;
2017-10-17;1184,06;1173,11;1176,11;;1;;
2017-10-16;1185,03;1174,45;1182,08;;1;;
2017-10-13;1190,82;1176,91;1179,38;;1;;
2017-10-12;1196,58;1190,42;1190,82;;1;;
2017-10-11;1193,35;1185,73;1192,85;;1;;
2017-10-10;1187,59;1179,83;1185,75;;1;;
2017-10-09;1184,59;1179,82;1183,27;;1;;
2017-10-06;1191,59;1181,41;1182,02;;1;;
2017-10-05;1190,61;1183,90;1187,61;;1;;
2017-10-04;1187,74;1182,82;1187,35;;1;;
2017-10-03;1187,11;1183,35;1184,51;;1;;
2017-10-02;1185,21;1173,99;1185,14;;1;;
2017-09-29;1178,57;1172,57;1173,99;;1;;
2017-09-28;1177,37;1169,83;1176,92;;1;;
2017-09-27;1171,11;1161,10;1169,30;;1;;
2017-09-26;1177,43;1166,33;1166,52;;1;;
2017-09-25;1179,32;1167,33;1177,43;;1;;
2017-09-22;1170,97;1163,38;1168,92;;1;;
2017-09-21;1172,81;1163,75;1166,67;;1;;
2017-09-20;1166,98;1160,43;1164,74;;1;;
2017-09-19;1162,47;1156,24;1160,43;;1;;
2017-09-18;1160,25;1149,18;1158,35;;1;;
2017-09-15;1171,82;1149,18;1149,18;;1;;
2017-09-14;1172,19;1168,67;1171,82;;1;;
2017-09-13;1173,52;1167,66;1170,83;;1;;
2017-09-12;1179,54;1169,42;1173,52;;1;;
2017-09-11;1174,50;1164,08;1173,92;;1;;
2017-09-08;1165,55;1161,62;1164,25;;1;;
2017-09-07;1165,22;1154,08;1164,63;;1;;
2017-09-06;1167,18;1153,98;1157,82;;1;;
2017-09-05;1175,36;1165,93;1166,91;;1;;
2017-09-04;1181,04;1173,58;1174,86;;1;;
2017-09-01;1182,03;1174,72;1181,04;;1;;
2017-08-31;1175,96;1161,94;1174,72;;1;;
2017-08-30;1163,76;1155,54;1161,94;;1;;
2017-08-29;1166,47;1150,67;1155,54;;1;;
2017-08-28;1170,32;1163,91;1166,47;;1;;
2017-08-25;1174,57;1168,22;1168,22;;1;;
2017-08-24;1172,72;1158,17;1170,94;;1;;
2017-08-23;1167,26;1158,39;1159,56;;1;;
2017-08-22;1167,91;1152,28;1167,26;;1;;
2017-08-21;1160,31;1148,94;1152,50;;1;;
2017-08-18;1154,25;1145,70;1150,31;;1;;
2017-08-17;1169,20;1152,67;1152,67;;1;;
2017-08-16;1174,65;1162,39;1165,20;;1;;
2017-08-15;1171,35;1163,46;1165,21;;1;;
2017-08-14;1171,75;1162,46;1167,06;;1;;
2017-08-11;1162,99;1145,77;1162,46;;1;;
2017-08-10;1170,95;1159,69;1159,95;;1;;
2017-08-09;1171,19;1159,52;1170,27;;1;;
2017-08-08;1170,36;1157,22;1161,08;;1;;
2017-08-07;1173,34;1168,37;1170,20;;1;;
2017-08-04;1169,53;1157,24;1169,53;;1;;
2017-08-03;1167,88;1158,66;1159,88;;1;;
2017-08-02;1174,96;1162,86;1164,98;;1;;
2017-08-01;1172,23;1164,85;1169,88;;1;;
2017-07-31;1172,96;1164,65;1168,66;;1;;
2017-07-28;1170,83;1161,42;1164,72;;1;;
2017-07-27;1171,08;1166,38;1170,59;;1;;
2017-07-26;1170,18;1160,01;1167,34;;1;;
2017-07-25;1164,98;1153,48;1161,72;;1;;
2017-07-24;1169,30;1152,78;1154,14;;1;;
2017-07-21;1180,13;1162,90;1166,74;;1;;
2017-07-20;1181,11;1173,58;1175,26;;1;;
2017-07-19;1180,40;1172,59;1175,97;;1;;
2017-07-18;1181,22;1172,74;1174,91;;1;;
2017-07-17;1178,42;1170,79;1177,72;;1;;
2017-07-14;1172,59;1165,94;1172,01;;1;;
2017-07-13;1167,68;1163,58;1166,01;;1;;
2017-07-12;1167,17;1154,64;1166,34;;1;;
2017-07-11;1161,80;1151,88;1155,60;;1;;
2017-07-10;1160,37;1151,00;1158,68;;1;;
2017-07-07;1151,32;1142,62;1151,00;;1;;
2017-07-06;1161,71;1146,65;1149,63;;1;;
2017-07-05;1158,96;1151,32;1158,92;;1;;
2017-07-04;1156,16;1150,07;1153,09;;1;;
2017-07-03;1156,24;1143,24;1156,16;;1;;
2017-06-30;1146,26;1128,35;1143,24;;1;;
2017-06-29;1154,71;1132,96;1136,00;;1;;
2017-06-28;1151,68;1140,47;1149,32;;1;;
2017-06-27;1165,38;1150,71;1151,68;;1;;
2017-06-26;1169,86;1165,38;1165,38;;1;;
2017-06-23;1167,05;1162,74;1165,59;;1;;
2017-06-22;1169,97;1163,91;1166,96;;1;;
2017-06-21;1172,79;1161,06;1169,76;;1;;
2017-06-20;1179,78;1172,11;1172,15;;1;;
2017-06-19;1176,52;1160,17;1176,42;;1;;
2017-06-16;1161,51;1153,71;1160,17;;1;;
2017-06-15;1166,69;1150,04;1153,30;;1;;
2017-06-14;1175,64;1165,27;1167,44;;1;;
2017-06-13;1165,51;1152,99;1165,09;;1;;
2017-06-12;1160,35;1152,28;1152,99;;1;;
2017-06-09;1161,47;1152,42;1160,29;;1;;
2017-06-08;1163,17;1152,13;1152,42;;1;;
2017-06-07;1163,13;1155,43;1157,17;;1;;
2017-06-06;1165,30;1159,98;1161,44;;1;;
2017-06-02;1165,53;1151,97;1162,00;;1;;
2017-06-01;1155,53;1147,94;1152,46;;1;;
2017-05-31;1152,50;1139,55;1150,02;;1;;
2017-05-30;1139,78;1129,36;1139,78;;1;;
2017-05-29;1143,57;1136,02;1137,41;;1;;
2017-05-24;1144,31;1138,96;1143,97;;1;;
2017-05-23;1143,97;1136,20;1143,95;;1;;
2017-05-22;1144,43;1138,08;1142,70;;1;;
2017-05-19;1140,20;1130,02;1138,08;;1;;
2017-05-18;1131,09;1118,34;1129,74;;1;;
2017-05-17;1146,06;1123,30;1123,30;;1;;
2017-05-16;1151,03;1142,73;1146,06;;1;;
2017-05-15;1153,44;1144,92;1149,64;;1;;
2017-05-11;1151,89;1140,76;1144,44;;1;;
2017-05-10;1146,55;1132,96;1146,55;;1;;
2017-05-09;1152,84;1137,12;1137,57;;1;;
2017-05-08;1151,49;1138,77;1144,07;;1;;
2017-05-05;1146,22;1133,48;1145,77;;1;;
2017-05-04;1139,22;1130,44;1134,40;;1;;
2017-05-03;1139,41;1129,03;1129,61;;1;;
2017-05-02;1129,73;1123,81;1128,70;;1;;
2017-05-01;1128,82;1124,51;1124,61;;1;;
2017-04-28;1127,39;1118,60;1126,44;;1;;
2017-04-27;1120,56;1110,37;1120,12;;1;;
2017-04-26;1115,10;1103,30;1115,10;;1;;
2017-04-25;1105,18;1098,50;1104,57;;1;;
2017-04-24;1100,67;1086,61;1098,86;;1;;
2017-04-21;1092,46;1082,40;1082,56;;1;;
2017-04-20;1090,51;1081,37;1090,44;;1;;
2017-04-19;1083,50;1073,54;1081,59;;1;;
2017-04-18;1089,34;1070,65;1073,39;;1;;
2017-04-12;1089,49;1080,20;1088,49;;1;;
2017-04-11;1084,94;1075,65;1080,15;;1;;
2017-04-10;1080,71;1073,57;1080,66;;1;;
2017-04-07;1077,35;1069,73;1073,42;;1;;
2017-04-06;1080,38;1071,10;1077,86;;1;;
2017-04-05;1082,03;1077,17;1078,86;;1;;
2017-04-04;1076,75;1065,94;1076,56;;1;;
2017-04-03;1078,77;1066,00;1066,00;;1;;
2017-03-31;1076,82;1067,11;1075,07;;1;;
2017-03-30;1073,61;1068,23;1072,92;;1;;
2017-03-29;1069,38;1062,47;1067,40;;1;;
2017-03-28;1068,98;1063,23;1067,84;;1;;
2017-03-27;1065,84;1058,50;1062,49;;1;;
2017-03-24;1067,85;1062,00;1066,90;;1;;
2017-03-23;1064,73;1053,26;1064,53;;1;;
2017-03-22;1060,41;1042,82;1054,30;;1;;
2017-03-21;1079,34;1059,71;1061,12;;1;;
2017-03-20;1076,97;1072,09;1075,44;;1;;
2017-03-17;1077,97;1071,01;1075,63;;1;;
2017-03-16;1081,15;1073,08;1078,01;;1;;
2017-03-15;1073,31;1068,83;1073,05;;1;;
2017-03-14;1073,11;1067,75;1071,32;;1;;
2017-03-13;1070,02;1064,84;1070,02;;1;;
2017-03-10;1065,81;1056,28;1065,53;;1;;
2017-03-09;1058,01;1050,05;1056,09;;1;;
2017-03-08;1058,77;1053,11;1057,43;;1;;
2017-03-07;1062,90;1055,38;1056,49;;1;;
2017-03-06;1066,55;1059,70;1061,95;;1;;
2017-03-03;1072,54;1064,51;1066,51;;1;;
2017-03-02;1076,95;1072,11;1072,68;;1;;
2017-03-01;1073,19;1060,60;1072,33;;1;;
2017-02-28;1062,82;1053,85;1060,33;;1;;
2017-02-27;1065,45;1057,93;1059,72;;1;;
2017-02-24;1073,80;1060,51;1061,08;;1;;
2017-02-23;1078,08;1072,39;1072,43;;1;;
2017-02-22;1077,66;1069,64;1074,72;;1;;
2017-02-21;1077,00;1063,46;1076,86;;1;;
2017-02-20;1076,49;1066,54;1067,82;;1;;
2017-02-17;1077,09;1067,81;1072,36;;1;;
2017-02-16;1079,19;1073,78;1076,81;;1;;
2017-02-15;1075,34;1071,08;1074,79;;1;;
2017-02-14;1074,10;1067,54;1071,50;;1;;
2017-02-13;1071,64;1064,95;1071,58;;1;;
2017-02-10;1067,28;1058,77;1065,91;;1;;
2017-02-09;1061,03;1045,18;1060,94;;1;;
2017-02-08;1052,93;1042,29;1044,90;;1;;
2017-02-07;1053,42;1047,25;1052,38;;1;;
2017-02-06;1063,48;1053,77;1053,77;;1;;
2017-02-03;1061,05;1054,80;1060,79;;1;;
2017-02-02;1065,22;1049,96;1055,49;;1;;
2017-02-01;1066,15;1049,63;1061,13;;1;;
2017-01-31;1055,72;1047,09;1049,56;;1;;
2017-01-30;1052,46;1044,15;1048,15;;1;;
2017-01-27;1052,62;1043,24;1052,62;;1;;
2017-01-26;1049,54;1039,02;1044,71;;1;;
2017-01-25;1038,84;1025,92;1038,84;;1;;
2017-01-24;1031,75;1023,10;1024,96;;1;;
2017-01-23;1032,64;1025,85;1026,28;;1;;
2017-01-20;1036,09;1029,06;1033,49;;1;;
2017-01-19;1035,13;1029,07;1033,50;;1;;
2017-01-18;1037,08;1027,04;1030,35;;1;;
2017-01-17;1038,06;1031,04;1033,55;;1;;
2017-01-16;1042,79;1037,94;1038,29;;1;;
2017-01-13;1039,68;1025,05;1039,68;;1;;
2017-01-12;1033,48;1020,25;1024,95;;1;;
2017-01-11;1034,34;1025,47;1034,27;;1;;
2017-01-10;1034,11;1025,94;1026,30;;1;;
2017-01-09;1042,46;1030,29;1031,50;;1;;
2017-01-06;1040,30;1033,97;1037,59;;1;;
2017-01-05;1036,18;1025,59;1034,99;;1;;
2017-01-04;1033,01;1025,42;1025,78;;1;;
2017-01-03;1041,93;1030,88;1030,89;;1;;
2017-01-02;1035,39;1014,99;1034,03;;1;;
2016-12-30;1017,09;1013,65;1015,88;;1;;
2016-12-29;1016,82;1007,01;1016,69;;1;;
2016-12-28;1012,81;1009,02;1012,81;;1;;
2016-12-27;1011,75;1007,60;1011,75;;1;;
2016-12-23;1009,60;1003,78;1007,37;;1;;
2016-12-22;1007,46;1000,51;1005,73;;1;;
2016-12-21;1005,44;1000,18;1002,97;;1;;
2016-12-20;1005,79;999,19;1002,30;;1;;
2016-12-19;1003,57;993,68;999,74;;1;